id,comment,rating
62286,Excelente. Muito bom ; muito bom mesmo eu recomendo a todos baixem,5
57702,Muito bacana!Leve;rápido e fácil.,5
79687,Show. Show,5
55739,Muito bom gostei bastante,5
78221,Não estou conseguindo usar. Saco,2
69651,Não presta erra merda,1
58037,E legal. Adorei por que e possível conectar au face e posso postar fotos,4
68978,Bom. Bom,4
55372,Muito legal. Gostei é muito legal !,5
57642,O melhor App de todos os tempos,5
65878,Terrível. Odiei,1
63191,Uma merda. Nao mudo nada no meu cel ?_?,1
77074,E horrivel nao consigo acessar. Vamo melhora essa bosta,1
62381,Lixooooo. Melhora logo FELA DA PUTAAÁAAAA FALÁ Q TÁ INDISPONIVEL E PARA ESPERAR 5 MINUTOS . 5 MINUTOS E TEU CU COM CAINBRA FILHA DA PUTA,1
50954,Horrivel. Atualizei e nem abre mais ; a tela fica branca e fecha sozinho; concertem isso pf,1
63487,Excelente. Todo mundo usa;.,5
67299,Avaliação perfeito.,5
79747,Excelente,5
61402,Logo na instalação fala q vai inicializar ; pra aguardar um instante e nao sai daquilo,1
63064,Gosto muito. Muito útil.  Profissionalmente ou pessoalmente.  Mas tem que saber usar;  senão fica viciado!,5
65139,Muito  bom  quanto quer,3
59337,ÓTIMO. Cada vez melhor,5
67644,Filha de  deus. Bom,4
52329,Não instala o Facebook. Este aplicativo tá um lixo;antes de atualizar não abria fotos e trava toda hora;. APLICATIVO LIXAO,1
70331,Não funciona. Pede usuário mas não abri,1
63440,Muito bom?? excelente design pft,5
61329,Merda. Uma verdadeira bosta,1
51325,Facebook. Este APP é oootimo eu recomendo rsrs,5
58703,MINHA VIDA. Não vivo sem insta,5
71565,Pessimo. Sempre da erro;e inútil,1
71547,Conta. Ñ consegue acessar a conta.,1
77872,Luciano. Atualizacao boa; quem disse que ta uma droga;tem que verificar sua internet;pois ela é que deve estar uma droga!,4
55844,Problemas. Muitos bugs; as fotos do feed não carregam;,2
71785,Pessimo. Que usuario é esse que nenhum nome ou numero abre?,1
55480,Ótimo. :),5
58623,Adorei. Esse app e muito legal com ele eu posso postar todas as fotos q eu quero,5
57438,Ameii. Muito bom,5
55532,Gostei. Bem lgl,4
70120,Ridiculo essi app. Nao presta pra nada essi app do caixa,1
63209,Ivone alves silva. Adoro,5
54290,Piorou. Nao abre mais as fotos na timeline,2
50049,Bom. ;;,4
70683,Não funciona essa merda!!!,1
52046,Muito bom. Fuciona muito bem,5
60807,Desde a última atualização ta apagando comversas sozinhas e também nao ta enviando mensagem só recebendo,2
65730,uma merda,1
78159,Perfeito. 100% perfeito,5
66996,Muito ruim. Aplicativo lento e trava  toda hora. Uma pena ser obrigado pelo facebook a baixar isso.,1
53861,No meu cel trava mto,1
53420,Não atualizem. Não ta abrindo todas as na time line,1
76615,Não funciona. A mais de uma semana que não funciona; tinhan que tirar o comercial do ar.,1
67170,Não tem jeito nenhum de aplicação uma bosta,1
54628,Perfeitooo. Perfeitooo,5
55497,Bem legal,4
67661,Dá para usar,3
70234,Caixa lixo. O aplicativo é igual ao banco;não serve pra bosta nenhuma;prefiro o Santander.,1
62923,Muitooo. Adorei muito bom,5
53444,Muito bom. Adorei e tem gente q reclama q pra falar com os outros tem ter mesenger mais pra mim não atrapalha nd,5
77827,Nao da para ver saldo conta salario uma bosta,2
70652,Muito bom. Ótimo,5
79253,Bom,4
80854,Pratico. Super fácil de usar,5
76560,Péssimo;  nunca está funcionando,1
62696,Gostei muito. Muito legal acho q tinha q ser sempre assim,5
67604,Cada vez pior. Alem de ter espaço desnecessário o ícone de bate-papo não aparece quando alguém me chama;,2
54978,Muito bom,5
77717,O aplicativo é muito bom. Só que não cumpre a promessa de não usar nossa internet; porque se não tiver Internet o app não abre.,4
55647,Top,5
78597,Bom. Bom,4
62903,Ta uma bosta. Uma bosta,1
72357,Sensacional,5
66477,Bom. É bom nem faz diferença mais tudo bem,4
67178,É podia melhorar mas baixem sim é bom ñ acreditem em tanta reclamação assim,3
79319,Bom. Moto G,4
55238,Ótimo. Ótimo; prático e rápido,5
60017,Gosteii muito e o melhor app,5
65274,amei. muito bom; sem palavras pra descrever.,5
51406,Ruim. Meu face não atualiza; mostra somente as coisas de uns 10 dias atras.. Ta horrível.,1
69936,Precisa melhor muito. Sempre está indisponivel.,1
66205,Muito bom,5
70998,Otimo. Tem q primeiro fazer no computado e dpois no cel e uma maravilha da ate pra pagar contas e carregar o celular,5
56936,Muito top,5
67019,"É  legal só que tem que toda vez tem atualizar desnecessário.. :-,",3
77143,Há dois dias q ñ funciona.,1
79533,Facilidade total,5
55089,E sastifatorio mas tem q melhorar muito,3
77609,Ta otimo. No meu,5
80676,Muito bom. Ameiiii,5
69961,Não funciona. Não acessa a conta,1
50533,Bom,4
60038,Muito bom,5
58196,Lindooo. Adoreeeeiiiiii eu juro cara e muiro bom,5
50310,É bom demais,5
67622,Esperava mais porque deixar muito a desejar melhores isso porque assim não dá. Deixar a desejar e muito,3
59561,AFFS N Q DAH PARA ENTRA NA MINHA CONTA AFSS CONCERTE ISSO N DA NEM PRA ENTRA E NEM MADA VIDEO E AUDIO AFFS RESOLVA ISSO,1
51046,Não posso marcar as pessoas na foto enquanto alguém não comenta ou curte;Não consigo abrir para visualizar melhor a foto dos meus amigos;e travando absurdamente!  Horrível!,1
54962,otimo. amei,5
56218,Amo Mt. Otimo,5
51562,Amo ficar de bate papo no face,5
51004,Amei. Pode ver o Facebook de todo mundo,5
80371,Nao tá funcionando,1
52951,Muito bom. Ótimo,5
66071,Adorei,5
56724,Ameei. Ele é muito bom vc pode postar muitas fotos na mesma hora no mesmo segundo e no mesmo minuto so selecionar todas as foto que vc quiser,5
50209,Muito bom. Demais,5
50394,Um horrorr. EH um horror mais eh pouco bom,2
61395,Adoro o whatsapp Messenger,5
78375,Gorete. Ótimo,5
79066,Chave de segurança. Ter que ir à agência pra cadastrar uma nova chave de segurança é um verdadeiro transtorno.,2
72215,Muito bom.Vocês que não sabe usar tem que cadastrar primeiro no computador e depois usar o aplicativo,5
80055,Bom. Tudo que eu preciso pisso vê aqui,4
67581,Malo menno. MuiTooo bostaah ah atualizacao deli ??,2
66921,Muito legal,5
52960,Zuado. Não abre mais fotos no lolipop,1
54238,Bm,4
55342,Bom,4
57980,Muito bom,5
64170,Odieeii. Cara fui mandada instalar essa merda,1
66279,E bom. Pratico; rápido e objetivo,4
78388,Não funciona. Não está funcionando mais; diz para instalar o exclusive mas não vai mesmo assim; diz que não eh compatível,1
54069,Muito bom,5
55279,Adoro. Parece o Facebook os meus pais não me deixao o ter Facebook. Lol Aaaaaaaaddddooorrrooo,5
68656,Uma  porcaria,1
58170,Muito show!!!,5
64501,É massa,4
70927,Quando VC vão dar um jeito no APP pelo amor de Deus.,1
68216,Não presta uma merda. Odiei,1
71485,Excelente,5
51901,Adorei,5
62899,Adorei. O melhor APP do mundo,5
60505,Top. App muito top,5
62845,Gosto muito do APP,5
65642,Adorei esse aplicativo,5
53196,Nao consigo logar. O app nem logar! Ocorre uma excessao. Ajeita aew pessoal do desenvolvimento.??,1
52114,Só piora!. É muita atualização e pouca melhoria. O App só fica dando bug ??,2
56474,Muito bom,5
70294,Muito ruim.,1
64196,Rastegui odiei  que merda de aplicativo como vcs consegue usar Esa merda em Aff,1
76616,Muito bom!!!. Amei o aplicativo e bastante prático;,5
64856,Muito bom. Adorei e otimo eu recomendo,5
76821,D+. Bom,4
55790,Muito bom,5
64705,muinto bon,5
80423,Útil. Uso o app rotineiramente e gosto; mas pra ficar melhor ele precisa de uma otimização no leitor de código de barras. Aí sim vale 5 estrelas.,4
65801,Muito obrigado. Kkkkk legal,4
53218,Piorou. Depois da última atualização trava pakas,2
62571,Ameeei. Tudo perfeito :3,5
65437,Uma bosta. Não precisava ter esse APP,1
61825,Ameii. Top Vale A pena ????,5
50916,Já foi melhor,3
61477,Show de bola.. Utilizado  pela familia inteira.,5
61410,Muito bom adorei. Baixe tabem,5
50134,Adorei. Mais só q eu tenho raiva de quando aparece um negocio de colocar código e eu perco o facebook e me da raiva ????????,3
80491,Segurança. Recomendo a todos que queiram rapidez e praticidade; sem falar na segurança; aplicativo muito bom.,5
64611,É bom e é Leve. Legal bem organizado,5
78878,Sem serviço. Não consigo mais acessar faz mês já lamentável era muito útil,1
63692,Toop. Não tem melhor,5
50869,adoro,5
50990,Ruim. Nssa muito demorado para baixar; e esta travando muito meu cel esta uma merda; :/,2
79441,Muito bom,5
56910,Muito bom,5
57989,Gosto muito; mas cadê as molduras que dava pra colocar???,3
50784,Moto g2. Uma merda ;toda hora trava e o download quase nunca vai de primeira !!,1
51214,Razoavel,3
65276,Bom. Muito bom mesmo,5
56781,Massa! (y),4
62294,Otimo. Podia ser menor em espaço e as ligações precisam melhorar a qualidade.,5
69609,Péssimo. Fica mandando sair do internet banking do computador e cadastrar smartphone mas ja esta cadastrado.,1
79644,Bom,4
50531,Muito bom,5
54133,Péssimo  vive  dando  erro. ????????????????????????,1
65629,Muito bom. Recomendo,5
55828,Ee da ora ??,5
80925,Super. Increíblemente óptimo,5
65097,Muito bom,5
60998,Dahora,5
55499,É uma delicinha rs,4
72148,Bom,4
63429,Amei a nova cara do aplicativo. Parabéns a nova atualização do watssap ficou ótima!,5
70337,Lixo. Não da pra acessar ; fica pedindo nome de usuário,1
71875,Muito bom. Pode baixar,5
56206,Top,5
51485,AFF trava muito cara,1
62452,Odiei o que eu odeio esse app tipo um lixo você nunca faz o que eu quero trava e disputaram todos que eu entro n então nunca começe por isso. Não estava essa porcaria de família e só vai ficar nisso você não vai querer comer beber vai ficar nisso que eu tomar banho quer dormir mas só vai só vai querer ficar nisso você não vai mais ter família tá querendo para com isso um aviso muito importante porque vocês acham que não é verdade é verdade sim quem sabe essa porcaria não tem mais amiga tá entendendo. Bando de lixo,1
52961,Otimoo. No meu mito g2 atualiza direitinho faz tudo direitinho,5
62144,Otimo. Muito bom,5
51759,Não abre. Oq ta acontecendo com esse APP ?? mano arrume isso,1
69767,Erro na obtenção do aplicativo. Tentei duas vezez e só aparece esse erro ;uma porcaria,1
57986,Avaliação. Maroto; se vc gosta de fotos.,3
59696,WhatsApp Messenger. Muito Bom,5
55509,Amei mas  so nao sei como guardar os vidios e imagens no meu phone para visualisar quando quiser;,5
78662,Só falta atualizar o leitor de código de barras,4
77317,Já foi bom. Como vcs atualizam um aplicativo e deixa ele uma bosta; tava muito bom o aplicativo vcs em vez de deixar queto querem atualizar e deixa uma bosta não funciona mais;.,2
57113,Tudo muito maneiro.?,5
66488,Nem to conseguindo baixar.. Odiei,1
56445,Muito bom. Lesgal,4
65842,Muito bom. Parabens,4
53812,Gdgf. Ruim,1
70838,Funciona bem;. Podia ser um pouco mais leve/rápido;  mas fora isso;  FUNCIONA BEM e tem praticamente todas as funções da versão desktop. As vezes que não funcionou;  era por que o A REDE da Caixa estava fora do ar.,3
59968,Perfeito. O melhor e mais útil app da atualidade,5
79617,Excelente. Muoto bom esse aplicativo eu recomendo,5
56076,Muito útil mas quero entrar no meu e esqueci conta e senha;.mudei de aparelho;.o que faço?,3
65974,Muito bom no meu MOTO G 2,5
64475,Forçando a barra. Muito ruim ser obrigado a instalar o o Messenger pra poder usar o chat do Facebook. Aplicativo pesado; pouco dinâmico e com atualizações desnecessárias a todo momento. Péssimo!,1
64338,Baum. Legal mas n podia ser uso obrigatorio,3
66348,É verdadeira bosta;nao carrega as mensagens e quando a gente ta digitando simplismente desaparece,1
53625,Simplesmente uma bosta!,1
64046,Blz. E legal um dos melhores bate papos do mundo depois lógico do watzapp,4
56988,Vídeos. Não consigo mais postar vídeos!! O meu é o moto x; acertem isso por favor!,1
55436,Postar vídeo que é bom. Naaada.. Não posta um vídeo se quer. Mas de mês tentando e nada,1
62736,Legal. Bom,3
66255,Or. Pesimo,1
62037,Muito bom; mt prático!,5
53042,GNB. Mais ou menos muito lento no meu cell.,3
50219,muito bom. amei,5
59861,Super legal. Tipo assim??Ele poderia ter como;;;; ver quem ta conectado ou seja online;;sen ter q clicar en cima da pessoa;.minha opinião,5
65029,Bom. Bom,4
66594,Péssimo,1
50515,Bela merda,1
56094,Otimoooo. Melhor app ??????????,5
59113,Gostei. Muito bom,4
77685,Er um lixo por isso do 5 estrelas. Pq a ruim,3
68725,esse programa é uma merda so fica dizendo q o nome do usuario é invalido,1
65940,ff. eh horrivel nn pega,1
51907,Fica muito lerdo; E muito ruim ; As coisa nem carrega direito aff,2
71110,Bom. Funciona bem. Os comentários anteriores servem pra quem não tem o primário. Volta pra escola que aprende usa um aplicativo. Não só whatsapp.,3
66050,Fui obrigada,1
56148,Galaxy s6. Show. roda fácil.,5
55249,Mt bom.,5
56547,Amo. Pra mim o melhor do mundo ?,5
53192,Moto g1. Trava demais; demais; trava e fecha; envio relatório e nunca melhora. Uma merda essas atualizações ????,2
61038,Amei de mais. Muito bom,5
70006,Não consigo acessar minha conta;  só diz que está indisponível pra tentar Dinovo mais tarde porcaria,2
69520,Muito bom. Rapido,5
79521,Muito bom,5
62946,Lixo. Krlh eu baixo tudo certa ai vai a porra da verificação de sms e da erro e tem que apertar em me ligue ai diz dentro de 22 horas vc pode ligar novamente eu esperei e deu a mesma putaquiparil ajeita esse lixo pooooorrrrrrraaaaa.,1
77119,Nao pega a alguns dias. PAROU DE FUNCIONAR; POR FAVOR ARRUMEM,1
51989,Gostei,4
70709,LG L PRIME. Útil,4
50246,Ta uma bosta. Essas atualizações só pioram ????,1
61606,Muiti legal. Zica de mais tio,5
58398,Amo/sou,5
53411,Horrivel. Vai toma no cu seu arrombado arruma essa bosta fica travano e parano toda hora vai se fude,1
61500,Amo De Mais!,5
57828,exelente; è bom demais;,5
71340,Não gostei. Pede pra pagar a conta do internet back,1
77360,Faz três dias que estou tentando baixar e esse app não funciona,1
62211,Legal. Muito. Legal,5
63007,Ótimo,5
80746,Ótimo,5
53255,Tá ruim;depois dessa atualização; fica travando.,2
59339,Excelente!!!!!!,5
57565,Excelente aplicativo. Excelente to gostando muito,5
66664,L4 Smartphone. Perfeito!!!,5
70292,Uma porcaria. Não funciona!!!,1
80058,Tudo nesse banco é uma frescura. Simplesmente substituível.,1
76881,Muito bom; recomendo. ..,5
55620,Otimmooo. Myitoooo bommmm,5
67691,Nao ta baixando. Muito ruim,1
62773,Otimo apps. Muito bom,5
61020,Ótimo,5
58756,Nossa app muito legal. Muito incrivel,5
52820,Facebook. Sempre foi  bom,4
68108,Lixo. Não funciona ????????,1
78820,Bom. Me ajuda no meu dia a dia,4
78819,Bom. Quando funciona,3
51312,Espetacular,5
70463,Não está funcionando. Sempre funcionou normalmente; mas de uns dias p cá não funcionou mais,2
68433,Nunca funciona. Uma porcaria!,1
77415,Muito boç. Muito bom,5
58547,Appp. Top,5
52219,Ruim. Tava bom mas com a nova atualizaçao ficou uma disgrassa,2
69780,Péssimo. Gostaria de saber por não está funcionando;gente se Não está  funciona tira esse aplicativo urgente;..,1
51074,O que falar?. Isso aqui é tudo de bom; integra pessoas e encurta distancias.,5
60350,Podia ter um jeito de saber qm viu o seu perfil. Mais tá muito bom do jeito q está,5
62155,Bom. Tipo da pro gasto ???,3
71366,Fica só pedindo usuário e não abre porra nenhuma.. Porcaria não vale nada; não tem um app melhor  da caixa? ?,1
80800,Otimo. Muito prático e fácil de usar,5
69219,Bom. Ótimo,5
57146,Best mmo. Instalem e top,5
59047,Porcaria. Mera muito bom,1
57018,Ótimo. Super indico :3,5
59302,Bolado gostei,5
53490,Muito bom. Quem fala que é ruim é bosta,5
66735,Bug :/. Não notifica as mensagens,3
79580,Muito bom. Facil de usar..,5
60290,Jamiltoncunha. É muito bom,5
69700,Não aparece nada,1
70357,Otimo. Sem comentários,5
64450,Muito chato se eu quero deixar um amigo meu entrar no face pelo meu celu e obrigado a sair do menssanger porque pelo face nao consegue devido meu menssenger esta aberto e so cm menssenger podi enviar msg afzz uma merda isso odiei por isso.,1
79103,Lixo. Eu prefiro o aplicativo do banco do Brasil.,1
70638,Otimo. Facilita muito a minha vida. Moto G 4g,5
51667,Xperia ZQ. Podia ter a opção de salvar o app na memória SD.,3
78920,Do nada parou de funcionar; Exclui e baixei de novo e nada! Que m;,1
62835,Mas ou menos. Eu nn consigo fazer *-*,2
57649,Muito bom,5
78497,Aplicativo do bradesco. Uma merda esse aplicativo novo;tem que ser a versão antiga,1
62313,Muito bom. Dahora,5
72222,Deu uma melhorada,4
80871,Perfeito. Me ajudou muito *-*,5
57253,Super perfect,5
54112,Um app muito bom. Legal de mais. .rs,5
67466,Pede pra atualizar demas e quando abre o aplicativo fica travando dê uma melhorada ai,2
77568,Andreia. Tdo Bra;;.no meu SIII é perfeito!,5
77238,Muito ruim. Não carrega,1
51855,Visiada. Amooo,5
52823,+/-. Baixa e não instalá.. Affs.. Demora um século para instalar; é ainda não instalá..????????????. Só da erro affs Arrumem isso;,2
61503,Amei. Esta provado ki o Whats vicia ..kk,5
62758,Muito bom,5
52131,Otimo,5
78433,Ótimo,5
77705,essa bosta não funciona  LIXO LIXO  LIXO. depois de baixar ir na agencia para ativar funciona um mês ;fui na agencia e eles falam pra atualizar no play store ;só que NÃO EXISTE ATUALIZAÇÃO fdps,1
64405,Atende parcialmente. Nada de bom pra ressaltar; porém é usável; rsrs.,3
79427,Só atrapalha. Não lê código de barras para conta empresarial; não desbloqueia cheque; não faz porra nenhuma; ainda tem a chave de segurança onde eu preciso levar o celular o tempo todo na agência para fazer qualquer coisa; inclusive pagar uma mísera conta.,1
71075,#Horrível. Só ficando dando 'erro na obtenção de parametros.' Mas como é do governo;era de se esperar ser um lixo.,1
63688,Totalmente insatisfeita; só instalei porque fui obrigada! Não funciona!!!!,1
62504,BOM. Este aplicativo todo mundo tem e sabem bem que ocupa muito espaço e gasta a bateria poriso eu não dou 5 estrelas (????????),4
57422,Galaxy win. Topppp. Muito toppp. Demais;,5
52978,Allan. Melhor App,5
52615,Que merda!!. Tá cortando as fotos compartilhadas do instagram e elas também não abrem. Arrumem essa bosta!!!,1
68069,Ameeeiii gente. Entao gente nao acredite o que eles estao falando entao eles estao falando que aparece uma mensagem que diz bem assim ocorreu um erro mais eles acham que nao funciona maravilhoso o ruim é que precisa de internet aprovado kkkkkkk,5
69746,Isso e uma bosta. Nao baixem.,1
60212,Bom. Muito bom só precisa fazer algumas alterações,3
50493,Só 3 estrelas. Aplicativo super pesado; trava muito e consome muita memória,2
65530,Ruim. Ele só é bom porque não trava nem nada ; mais é ruim porque ao pega com esse app  or,2
60485,Boom dimaiss,5
77974,Parou de funcionar. O App parou de funcionar. Pede para atualizar mas não tem atualização disponível,1
59461,Moto G 2. Gostei,4
68076,Não consigo acessar. Só fica pedindo nome do usuário,1
79391,Muito bom,5
58917,Ótimo. Recomendo,5
50630,Esse lixo não abre;arrumem isso;aff,1
67268,Muito bom!. Áudio bem leve e permite ligar via IP com conexões 3 e 4g sem problemas.,5
63609,Muito bom !!!,5
51092,#amei. adorei e muito legal,5
55409,Muito legal,5
60674,Ameei. Whatsapp muito bom,5
67264,Alem de pesado demais a pessoa tem que ficar atualizando esse troço so baixei pq é obrigatorio no fecebook,1
78721,Muito bom,5
71222,Tô tentando instalar. Legal,3
54476,Beto. As vezes e pede para configurar e trava o aplicativo. TENHO E DESINSTALAR E INSTALAR.,2
55635,mlr app,5
69657,Não funciona.. Qdo não ocorre erro; fica pedindo 'usuário' que sempre dá inválido. Ou seja; NÃO ABRE NUNCA. Porcaria; como tudo da CEF.,1
65861,E  bao,4
54621,Adorei. Ameii,5
54735,Lindo. Ótimo,5
69470,Não funciona!,1
59169,Opinião. Muito útil na atualidade.,5
64868,Ótimo. Atualização melhor ainda!,5
50255,Muito legual !!!. Da pra ter varios amigos,5
63108,Legal. Ótimo,5
77891,Não entendo como o Bradesco deixa no ar um aplicativo que não funciona. Se liga Bradesco; é hora de manutenção!,1
63639,Massa. Massa,4
51071,Sempre da erro desconhecido no meu g2; e precisa desistala e estala novamente.,2
70088,Regular. Ñconsigo ascessar a conta;ñ abre .so aparece;usuario invalido etc;etc etc;;.,2
52828,Trava demais,1
59224,??. Meu vício ??,5
71661,Horrivel. Não consigo acessar minha conta; aparece um 'pop up' escrito que preciso acessar minha conta no computador e cancelar a adesão Caixa Celular. Nunca vi isso!,1
72296,Uma merda nao consigo acessar minha conta muito fuim,1
53760,Otimo. 100% otimo,5
64037,Bom. Muito bom e prático ??,4
63343,O ruim é que ocupa muitooo espaço ????,1
63987,bom. muito bom,4
53987,É muito lento,2
61893,Perfeito;,5
59153,Muuito bom!,5
